tokenId,nonce,operator,token0SYM,token1SYM,fee,tickLow,tickHigh,liquidity,feeGrowthIn,feeGrowthOut,token0Owed,token1Owed
2,0,0x0000000000000000000000000000000000000000,0x6f14C02Fc1F78322cFd7d707aB90f18baD3B54f5,0xfFf9976782d46CC05630D1f6eBAb18b2324d6B14,500,-75450,-75120,1356802121252838386627,188645300313990719573941178581873216,134513193018912480111835697252786,153672172716851440,109575667116497
