symbols,time,rates_usd
btc_usd,2024-04-12 10:42:30,68107.0
eth_usd,2024-04-12 10:42:30,3340.36330936
bnb_usd,2024-04-12 10:42:30,604.1339599999999
aave_usd,2024-04-12 10:42:38,105.46369999999999
link_usd,2024-04-12 10:42:36,16.215839980000002
matic_usd,2024-04-12 10:42:40,0.80403391
ape_usd,2024-04-12 10:41:42,1.41466125
bat_usd,2024-04-12 10:42:36,0.303706
mana_usd,2024-04-12 10:42:32,0.55938574
usdc_usd,2024-04-12 10:42:34,0.999989
dai_usd,2024-04-12 10:42:42,0.99990019
