pool,poolSym,liquidity,tick0,tickSpacing,token0,token1,fee,L_percent_change
0X9fdd32d21d740414697fa18a70a602a31cff21cb,WETH_KARAOKE,0,233548,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe9C4D8EB2AfD532ADB489110A15e3cF9F34Fc60E,10000,NA
0X535d3a8778eb78af1906cc37a5baf38469d4f0de,XX_WETH,0,-127775,10,0x243Bbe4F163fbd1E0B50B061F4106a8EAEe172E9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,500,NA
0X84c30bb95d435941cbda27b21353524df74ba8af,PERFECTION_WETH,0,-172358,60,0xb9F02B7e01e02f6F1188a507705DCbbfC4e845dA,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0X72b2f5b231006ad46e36f33d5abd8d42d188bb8c,INTENSE_WETH,0,-176938,60,0x9A9c3395988F80BB3d63d4901D22690438016F00,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0X195df9bcfe1433430f5f17b4f6cf5f7ed9468537,DOGEM_WETH,0,-141311,10,0x3e4f8E22881b3A0786f6C8bDdfF66F7774275279,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,500,NA
0X48ca8581f5cb4d6bf6e921933a0d1ee832386618,PT_WETH,0,-205550,10,0x46805b70B35300da7fcf21Ab009feFf747b4eB79,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,500,NA
0Xd48f0616c831faeaf8a801496e62e83bc2fc57f7,DUMBLEDOR_WETH,0,-217038,60,0x87f6fC76298534D04d4D6E69Fd69C2f7fe523B0D,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0X2c395a04b0642d2b7690117d86f06541932728a3,WETH_POLKA,0,246365,60,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xebDf7f7DfAC29949b493D4D1c9F60648F29428a6,3000,NA
0Xbe07759a1e9dbfdc9212e63967e86f63bf8361c5,SHIFU_WETH,0,-162642,60,0x481Aeac57Ed8b16c528B60F490366730AdF8A491,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0X53092bfd1f91a881201ce5d1f575ee3194adb6f4,NASDAQ6900_WETH,0,-178000,60,0x1FefD6e697b6920544d3ffDFCCB0084ce4eB7E44,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0Xfba26c3f9c8ecef989def3c5c8ad037487462d83,BIFI_WETH,394384326230325230155,-21845,60,0xB1F1ee126e9c96231Cc3d3fAD7C08b4cf873b1f1,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0Xb44cb18baf987725b668a64202ac256a61e3b89a,stETH_DOG,0,-149153,60,0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84,0xBAac2B4491727D78D2b78815144570b9f2Fe8899,3000,NA
0X2674146a49a3685dea585c710c2e4cdb2db94e3f,BEKIND_WETH,0,42367,60,0x6eFa8111f994b476d3656F85eE9Cc5fFa0E9B8d2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0X1089492c0e70fa48998c8c60ae895fbe9a50ddb3,WETH_GROBIBI,0,125811,60,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xe1dC698570Bef4f9972d2d1D5e1b749989de341A,3000,NA
0Xb8e57ad82fef393d2e3415f9e5b7916599850bc8,WETH_UncleGrok,0,175757,60,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xC1750d4EF91486005a140F609A9e06CDA680F13D,3000,NA
0Xb208e29a0c726201696be0296c422b665043399b,LinkETF_WETH,0,-153724,60,0xb496D189039127b9D4882881dCA4dbB2eB5426A0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0Xa6656d691a80b01126d23ef9268212b74abcfaf5,TraderDoge_WETH,0,-193660,60,0x96aC8B252e1a9b75418964849f1985aEF3798DB0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0Xbcfd88dcde22a98fd15a87545fde4f7a419092c6,XAI_WETH,0,-131246,60,0xAfD87dF001ba1c9d051656EaAE487CE8Ae0Dea37,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0X7ed5e55dc172beae2bf23a10e7becc980dbd4e4f,RedPEPE_WETH,0,-184129,60,0x6eEfd0Dd13D8e92Ba942Ff55B14E2D511dD5fF77,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0X0ed56b8bb7b7592fbc476ab2c27d96ae9145f4fc,USDC_GPT,0,322378,200,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xCdb4A8742ed7D0259b51E3454C46C9D6C48d5e88,10000,NA
0Xa28c4c450aa9b4f7f52f4ed8072d72e8d38fcb3c,WETH_GPT,144854203571033119090918,134536,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xCdb4A8742ed7D0259b51E3454C46C9D6C48d5e88,10000,NA
0X38eac00c7170aee9e8d0feed6877593792dcbb58,WETH_DEFROGS,294806402363656023,35535,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd555498a524612c67f286dF0e0a9a64a73a7Cdc7,10000,NA
0Xebb81820eca388b83ed7187717c6b4c137f697fe,Solana404_WETH,0,-83324,60,0x5BD0293F29d40D982F33f41efFC0e23D6c7d20E8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0X9ffdbede2ce676cd215aaaea26262a5e683451cd,DOTS_WETH,0,-223339,60,0x10F2E2d39085AcD1d815d8a8EA0E3F9bfEb7173e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0X7eeb65b2978d8f1d27d66324939480dafe9ffb09,WETH_SIMP,0,169591,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xCD1Bc5339FfEBA535259E3D7Dfb7dDe49AcA5d22,10000,NA
0X8fdf09a4fe7ee9fd0dd1864fea334723bf645a82,WONDER_WETH,0,-78360,200,0x80c6fa7A67b5E8A4B365315207c89d588152144C,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X932573fac2ddef5e175139dbbcd1e7176efc902a,PEPE_WETH,0,0,200,0x05596878026e4F5289b7D83958304c0d17fc043f,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X7d6580bf14fda02059ef44fe22907928289d19e4,WETH_COSMIC,0,0,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd96BB2e793f338765B723C88B4dF011902D3FB98,10000,NA
0Xef5ff1c6cf479d193b79a8a8492d856e231e67d6,SHD_WETH,0,-177287,200,0x0E236c3932887CdC57c887dD97DEc82236D1B400,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xc5d8b973a9107706de1c5868b31687ea3a67b527,BS_WETH,0,-66870,200,0x98478961FaC1c2bd925759c7A5e0333Ca6814A84,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X6ad9afd7ec0ff6f3fa4863e1d99059eaa0d2bd0c,COLOR_WETH,0,-79055,200,0x4E34ffB1E0d20307A0F5A750f9C9990CE3403073,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X7c6776bac3ea54878a2ddc3fd1c26ef87c8f255f,MNRCH_WETH,31636228737566229628,-75809,200,0x6C061D18D2b5bbfBe8a8D1EEB9ee27eFD544cC5D,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xf52180b39551178c5a7d846472693911374d4b74,Hot_WETH,0,-67930,200,0x0FC3aD8a057076C4A2e4764AefFc07956B4d6fE7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xce077fd0ec74ea59751fb9c112f3126b54dd83b9,Fidenza_WETH,0,-55688,200,0x55e0450Adaf1D770d6fCC5ea4997B6651fd61d25,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X50655331cd3c3af0ade8a9b978956e27d3d1c375,EquipmentCache_WETH,0,0,200,0x246F72e6E9EE6ECa8D1cEefF635aD5478123C557,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X1a280f1593832394c064162ca223777519cee8d2,BAYC_WETH,0,-29593,200,0xa10ea926eBfFD95E06f958c42570ff79Ac2Fb70c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X01be88089ca25285a9bf68ee3702d7ee8c15df0b,KK_WETH,0,-79004,200,0x0CbeD74834AD24bB3bB4654398a0697A2BBEa02C,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xb70ae648f4433b54a985994f36c8c9845810b41b,WETH_BOX,0,89818,60,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE656CE7c4bd33D7740b815A7eD8ebE28591D51F3,3000,NA
0X4438167f38a9c27231004922414ba66f1c8bb3c3,WETH_TRUMP,0,40709,60,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xc7f3FfF8c350122E962345aF346490ac77b68d59,3000,NA
0X339643c445e807756b3d4dd5cd29859ab0d35b6f,KK_WETH,0,-28854,200,0x0883acEAD44D329a745af44e561e23D748f0b6C6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xd80029128c09f492444166a332844353b3fc184c,BOX_WETH,0,-67111,60,0x3add0C6B51E1526f3b4ffbb5dE4eFe1Dc3990439,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0X92a6f36afc813ad8f59191358c690cd7740c3f57,BC_WETH,0,0,200,0xb34099d74F8Bb3Df426E6377835959839b89Fd59,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X7568883c114d991b4a965de9a91733621bc1481c,WETH_KK404,0,887271,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xeb3c784eFBF242Bb5C55D2Ae7445C339b8FC1fA5,10000,NA
0X9d3d663ed1a78b1a7a4ce59a774d317dbf219f2d,LADYS_WETH,0,-56854,200,0xA247cC263f7aD29B8873Be22683539C0182291A8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X435a44fe4d649968ca9dca5ee0a37b75b34cf69b,WETH_JEFF,0,29041,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xC3E34fe8464f1D54a08A862C8a977343807148aC,10000,NA
0X1d05822d9f5b4cf8b85cefcf22eecceb674dc5a5,WETH_Mezzi,0,887271,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE00631a3257e75a22E8819E1d8A4D69B61F858E4,10000,NA
0Xaf4a35e5f3e12ad989ccca50db532684f1e042a8,MOLLY_WETH,90581555307097086495,-29931,200,0x5235097287138e238CfC3C2507Eae31f596786a8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X46a4d4a53ffe29db5f263ab6e0d6e45537b0412f,PEPEMON_WETH,387403337987356574984,-68215,200,0x4046EAc59cEEADc1E069bC513b3Fc5554711Aaa7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xe6086771cace1a75bc5a16663ee074a300ec93b7,SHIBA_WETH,0,-36087,200,0x46838b6328624Ce3edA78E81984e7e977B39643F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X0b1559e3cd05dad5b42fda3ccba44ec7d463cb5e,WETH_PIXELS,0,69913,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xdDDcAdBc2B004B15A041cAB3234695546971533E,10000,NA
0X6500b9239773e0516ab1ffa123ff9aaea9a318e3,NOBODY_WETH,976091223028933411,-91412,200,0x4E77BaFC89772B0675D865C495e4F29585A94455,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X6fc4073c37a2f6742dc416ba1125f3a0d6540661,FLOKI_WETH,0,-55888,200,0x958738e040Cd81f70aa9fDedbC3a274F2859A4e0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xfd1d67023d0fed6750092a6ac01d273a2718e49d,WETH_BearBrick404,40017620126074914,64371,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xca9ac780AcDc41d7f5751404bcE5f2b29045DcAD,10000,NA
0X286d85a0a60d1e3984d16641b621a782685d24dd,MILADY_WETH,0,-101265,200,0x980C06114dc400791fED1069164CF8b908728ee9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xf8ead6312796544ef793b69a0c36aceba2930895,BITCOIN_WETH,0,0,200,0x3f066B9c995256a1A716E3Ded4d9B9754D29B2e0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X438677894b37ac0e2d6f9569a0fa4f5a4473e667,WETH_BOX,0,59671,60,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xFd72d141303829541fe5C73c218c94644861706e,3000,NA
0X0843abbe675017bd48c3ecef8310df3004035bc3,PPG404_WETH,0,-37041,60,0xb07f0a77A7560937126C203ff8083E0058F3A51c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0Xbec68903105fabe9b849fb1f32ec832dfe9a5b08,WETH_IPET,0,22690,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xfc7a317872966e4a805a06C68408aBD57b125551,10000,NA
0X8b537b8705e014b52571f00506cde3dc15f75931,BROKE_WETH,0,-77837,200,0x673d54ce3744315d9374136067104019E3D67d0d,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X7d5ea834bed1573bb74818d5742574e1e5bef51e,Rhinoma_WETH,0,-24592,200,0xac048680EC05E275458731640f407bA559a4021f,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xc567d7d7113f11034de62d623e1812a51f5ead06,ERC420X_WETH,0,-111160,200,0x88A9Bb7EfF3f120B1d9646EA5ce0994B2d44aB2f,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X948f585911b47405912ebf2f572934655459e792,ELON_WETH,0,-31410,200,0x2Ec75aEbBD3Bd7f35bF9626C84f57650C5726EcF,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xd98d5b49bff55dd5e9ebf9d129d64f7d16886a58,MoonVers_WETH,0,-31089,200,0x7006E32F56907cD7c19f7Ba16AC8b43F79332F60,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X5db90b96dc38bbc141de75606b2a842c3b752d2d,PROM_WETH,0,-66246,200,0x138337C7c143D5696f5E902D707f0c87744FA1D2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X4c56e745624204941065ab7c96fbb382336cb5a6,CHAOS_WETH,0,-53266,200,0x26940d0149C2c87ffcc2AbA442fEf1881463850e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X37c6ba5456308ceb3c5ab8da3cc4ece4d3d1fbd6,NO_WETH,0,-34459,200,0x37387AC929DEeC46c3163EDd0E85BaCfF42Ad770,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xcddbc7e80afc519895d9b014cb7efde3528783ce,KARRAT_WETH,0,-43670,200,0xb00D58c89Bf42cE4b050AD6C69A791eB66032c78,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X711cc2241165cd345405e6e8d9f5a0bb3342b3bb,BUSINESSMAN_WETH,0,-62858,200,0x58a3Cf90B754f9bd2CBE76f4c7B4F58ED2a68286,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X446ce1e1e4c23529abdd613d3893fba767eb1b8d,PUNK404_WETH,0,-59465,200,0x020019d77499936F85fF54eaFeea81578e608f05,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xdf4ac3c6b3d24fc3614029cc30971806e673706b,NINJA_WETH,0,-29580,200,0x8DF4197669Cf7aF9fd29d768C932251a0C2e3E94,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X6a31c005a181763451f15858a5d25ccdd4d21a03,WETH_SHIBITS,0,64044,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xcCcADC79DF2FBa3170256189E3e81DC495107eeB,10000,NA
0X921b0500983f32d53301d5c8d30ff4855173d323,SJDJSS_WETH,0,-111902,200,0x56e273522159dF73C92ca62E34D447Fd02cD08Dc,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X806039d725b0138a8196f5475f6826a917c16988,TW404_WETH,0,-26826,200,0x170Cf5AFe3BF2371610205E429FDD58C860d38E5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xeda380e8dae252ab94a61a7d4734cbcaabbeee9b,WETH_LOOT404,0,-135928,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xeda08209e210AbE92f41ed0c1dF916b2C6f3Bb53,10000,NA
0Xa03cac90050ca587bbf63915d221302d3b8373d1,PONEY_WETH,0,-78004,200,0x55D360eb13F0ae45e49d9417e74A010FF4Acf3cC,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X58c07d8f38f2d1bad3200797709ee110f1859a62,ARENA_WETH,0,-96919,200,0x70df157235Bd15B6fDD97E53862d4c34944A0D0F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X405f6cf58c8196b1e29139cbdc18b7d21a218d37,ADELASSA_WETH,0,-83779,200,0x2Df977613d7546259bbc3B173879fF81B2B279aa,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X31999dd8f4ec4e35657ef8858359e658538934b8,VITALIK_WETH,0,-49307,200,0x72CeAf0Fb806dfc6693baB2F5fA4D47e0c61cBb1,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X1265014dcb775588b076119fc62538acb8e10ab5,wTAO_PSI/ACC,228432490884868,321338,200,0x77E06c9eCCf2E797fd462A92B6D7642EF85b0A44,0xBFE178CF147FDA6490F69fe7E6Ae038fF09d2980,10000,NA
0X04d575819516b5527efc28375114f333e035f0f7,WETH_VEIL,0,31908,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xE5866eC35822B4f2a44a24C4AE6EbD09eca31707,10000,NA
0Xa10e1424a4b5a0138c32476a50758a8e8a33ea03,WETH_HUB,0,887271,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD973637d6c982a492BdAFE6956cc79163F279B2C,10000,NA
0X3c013ddfe479ca69b6bf82c200cc69d3bf57450d,PUPPIES_WETH,0,-44811,200,0x36c37CAF28eb712e4314da4E982FDfFE6Af42089,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X344b8f0414178c0abca7b3b86b1aec021efccdd9,WETH_HUB,0,23656,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf12e9AD07B7d5359f39501463Be268725640100D,10000,NA
0Xeed88ed4ef2d07f1e769a8df6393f45f263fd247,CORP_WETH,0,-23974,200,0x47C49d85585Ca1cAF1d29A2e19159eaF715b7C80,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X7373ae796180aba32fb08acacf4b17706184be1b,OBLX_WETH,0,-65023,200,0x159921fa4D53837Ba31794Ca97Aaf23484892Ef9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X717965e6d00d8c92a687e1268961508343e5a11b,WETH_WIFU,0,0,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf645842aE8356bA2cf0a22Cae8c7B3D89505C919,10000,NA
0Xaefc8068fc441ca1463012bc63f91e0e2df50a90,WIFU_WETH,0,-101682,200,0x92715b8F93729c0B014213f769EF493baecEDACC,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X352d38716dc67a46afbb0c8e32695c78e85d850a,TALUS_WETH,0,-82612,200,0x793687c35e3af3DeCD8594c64C46110e8D5547F3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X5e7899f2e95c1d8dde99d58f7a706473db00a319,NO_WETH,0,-52826,200,0xaeEa4C228F08d76DDA9c62b70CBfCdE90a7c6c75,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xdf4063dd64ca25d259c0c809713f611d756acc12,FARC_WETH,0,-887272,200,0xBCf9c470c1e87dD0D17D5613f7Ca13Bb24cA918F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X3e5ddce6338de0bbb8ad1e634bfe07786bb1d075,BPANDORA_WETH,578222332390872765100,-52914,200,0x6bF8E2f3457D93140e0fb821BE1Cd01a23491419,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X9274fe34206975e429234f07a940643585a6b11a,CHADS_WETH,0,0,200,0x5B121BB647449d1b08D2C66300C47f39fc11aE51,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xa0cb1e765900627e07e273d1b5bc753b25bff335,WETH_CHADS,1651895338646148241,86750,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xD1B584568A95Cb1dEff05852A5f8D5BC3EB8eCe4,10000,NA
0Xcd5bf64cfc3425ec472a96f1848f8136a9732232,TRUMP404_WETH,0,-16828,60,0x8A13e06230a7832190A6848b33C27ea916e7fe18,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0Xe18525e322de84bd0bb3dea42cb1001190964a7a,TCKR_WETH,0,887271,200,0x8e0aB1758bdb5a1ef74f6849447a9D845d1E807c,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X0738d8627bb72fdc96b0e327ed32504762fe38f9,LAZY_WETH,155074131191218261382,-63622,200,0x860AEcb38bA326a7CEBEd7C9e8818103a20e0503,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X95ae0b21e6621b587134592e18ce7e2aad7d3278,SABROSHI404_WETH,168289811541110568,-72356,200,0x0Df0A71E8DD6C015834fe98e73D4bD7ad6cE39Ba,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xa862afc785a3536ea2f68ae95f4529e8b516ffe9,NO_WETH,0,-71909,200,0x56037bad9C66f8fA60be0b90A7004F256062c866,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X0f5b8e13b682c9c5f98fa53345c1a6966e3e4628,NO_WETH,0,0,200,0x99a6897585F09e2109B85D8B10F82E36BAAbb10D,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xc4181fac57beb5d5b0ac5529ee7b57b6daa0795c,WETH_M3TA,0,76011,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xcF8EEEd12691484b122d837D0425b5695692876A,10000,NA
0X73d2a34192d4eb6821b5af26c5e192a158cac21f,C404_WETH,0,-32762,200,0x0ec7e07575c4Ad054E260f131779238710FF55ed,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X579fedb0d5bbacf4887bdc1f0619ecc9bd20ed6e,NO_WETH,0,-50287,200,0x4E954b55C78777090bEFCaB79B5B4054bdB81d4f,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X81d919f985389b9a1e4dbd25ac6a5dd45d91a371,4M4_WETH,0,-72052,200,0x805A184A33a8cCc5B0f505d062C7C7CAdae31CC2,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xf70b119fe7a6fce1596724dbd9f5eca244caadbb,ERRDB_WETH,293784751000823790488,-45960,60,0x2907dCbC51191A5d7494077d1156FFfC34f110AB,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,3000,NA
0X3710c0db052d8fd71f1c9431405a3eb3fff133a5,NO_WETH,0,0,200,0x4346480C68eFc6dA0B364a6424B22b56f6E7D434,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X3242a5a26617e442e0731e48d0173ad340b7081b,404Cats_WETH,200157363139950406480,-25289,200,0x52263E871674FB1C71f4a4b3575c0cc43d027dd7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X3efc0fc3b4649e2aa70761de4f173099f92e2808,WETH_MINER,0,70997,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xea9E0a8Cb3d6d8b19Bf1f69C1e6ecE058d9bBd53,10000,NA
0X33ccde67229fca9720d67475b58389dde322c495,GXX_WETH,0,-69082,200,0x668102fCd20CEB312EfeD1b4103607ed2D8CdDA0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X3e187b28d1d698ef4564b9c2e1a6eda91a4cb959,GXX_WETH,0,36890,200,0x4C2610815D0ECf5078e4585704F4910F40d39541,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X6dfd31cd73bbc5eab29e50a84f60a15ce0e19baf,ONE - Del404_WETH,0,-32347,200,0xA149A9E435B353E1D9aCfBcF65Ad7A22DAd7AB0C,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X18c98c06b80a879c8c98458a044de8fe0a1734bc,WETH_Del404,0,33674,200,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd09aFdEEf6A6CdC1578386D779b76583912592bF,10000,NA
0X7b8cedf3f880cb2c823679c0a34967988cfcc6a4,Del404_WETH,180311556246703151660,-29800,200,0x9A27f0A9d45Dd49230C026Ebe6A344A180877C79,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xa499b5e6af1d554316bcd96947940de0c3b5836e,STRDY_WETH,16878800354651460091851,-76712,200,0xaeB3607eC434454ceB308f5Cd540875efb54309A,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X8b40fead030603ed516aa8246e421e9aa620218b,SHEB_WETH,0,887271,200,0x68FB96C3f8e2FC6501eb96d2363EC8F81196c3a6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X9b1216361a44564c405b908e5c0e630af254f142,SHEB_WETH,0,-8707,200,0xBa307E8E025325AAB969A14104C3DeEF352402fE,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0Xa5c391262d9d4d4fb852757d2fa3e9dfcad2318d,CARB_WETH,20166088404002891987,-53313,200,0x1bC71108E898586068CAbA9ee09397a2d275C092,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
0X72b5a9dfa32d5f8d07364f36c6ebced5f4a466b3,PIXIE_WETH,0,-46055,200,0x29DbfF8797F77d1bFC3960a9c556Fd334bf8b58f,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,10000,NA
